TITLE = "Structure solver displceament, velocity and acceleration"
Variables = t, u, u_dot, u_ddot
0.000000 0.0099501247 -0.0099750623 -0.9950124688
0.010000 0.0098009963 -0.0198506228 -0.9800996262
0.020000 0.0095541023 -0.0295281721 -0.9554102288
0.030000 0.0092119055 -0.0389111760 -0.9211905547
0.040000 0.0087778195 -0.0479060385 -0.8777819475
0.050000 0.0082561741 -0.0564230353 -0.8256174105
0.060000 0.0076521729 -0.0643772088 -0.7652172885
0.070000 0.0069718408 -0.0716892156 -0.6971840763
0.080000 0.0062219641 -0.0782861181 -0.6221964094
0.090000 0.0054100229 -0.0841021116 -0.5410022946
0.100000 0.0045441165 -0.0890791813 -0.4544116482
0.110000 0.0036328822 -0.0931676806 -0.3632882172
0.120000 0.0026854096 -0.0963268265 -0.2685409636
0.130000 0.0017111500 -0.0985251063 -0.1711149972
0.140000 0.0007198215 -0.0997405921 -0.0719821480
0.150000 -0.0002786873 -0.0999611592 0.0278687276
